"user_id","image_paths","user_claim","claim_object","evidence_standard_met","evidence_standard_met_reason","risk_flags","issue_type","object_part","claim_status","claim_status_justification","supporting_image_ids","valid_image","severity"
"user_011","images/sample/case_011/img_1.jpg","Customer: I spilled water near my laptop while working. | Support: What part was affected? | Customer: It went over the keys and left a stain. Some keys feel sticky now. | Support: Is the display damaged too? | Customer: No, this is about the keyboard area only.","laptop","true","The image clearly shows water on the keyboard, supporting the user's claim of a spill.","none","stain","keyboard","supported","The image img_1 shows significant water accumulation on the keyboard, which is consistent with the reported spill.","img_1","true","medium"
"user_012","images/sample/case_012/img_1.jpg;images/sample/case_012/img_2.jpg","Customer: My laptop bag fell from a chair and hit the floor. | Support: What damage did you notice? | Customer: One corner of the laptop has a dent now. | Support: Does the laptop still work? | Customer: It works, but the outer corner is damaged. I added two photos.","laptop","true","The images clearly show the dented corner described by the user.","low_light_or_glare","dent","corner","supported","Image img_2 clearly shows a small dent on the corner of the laptop casing, consistent with the user's description of the damage.","img_2","true","low"
"user_018","images/sample/case_013/img_1.jpg","Customer: I am not sure if this should be a repair claim or a replacement claim, so I wanted to ask first. | Support: We can help. What device is this about? | Customer: It is my laptop. I carry it every day, and yesterday my bag got pressed between two seats during travel. At first I thought the laptop was okay because it still opened. | Support: What changed after that? | Customer: Later, while using it, I noticed marks on the display area. I restarted it twice because I thought it might just be something on the screen, but it still bothered me. | Support: Are you reporting keyboard, hinge, body, or screen damage? | Customer: Not the keyboard or hinge. The issue I want checked is the screen. It looks shattered to me, so I am submitting this as screen damage.","laptop","true","The image clearly shows a cracked laptop screen.","none","crack","screen","supported","The screen in img_1 exhibits a clear spiderweb crack pattern, which is consistent with the user's report of screen damage.","img_1","true","medium"
"user_020","images/sample/case_014/img_1.jpg","Customer: The laptop trackpad has stopped working properly. | Support: Did anything happen before it stopped working? | Customer: The front area hit the desk edge when I moved it. | Support: Are you reporting internal function or physical damage? | Customer: Physical damage around the trackpad area. I attached the photo for review.","laptop","true","The image clearly shows the claimed physical damage on the trackpad.","damage_not_visible;user_history_risk","none","trackpad","contradicted","A minor surface scratch is visible on the trackpad in img_1, confirming the user's report of physical damage in that area.","img_1","true","none"
"user_015","images/sample/case_015/img_1.jpg","Customer: My delivery box arrived damaged. | Support: What part of the package was affected? | Customer: One corner was crushed in when I received it. | Support: Is the item inside part of this claim? | Customer: Not right now. I am reporting the package corner damage.","package","true","The image clearly shows the damage described by the user.","text_instruction_present","crushed_packaging","package_corner","supported","The corner of the cardboard box in img_1 is visibly crushed and deformed, consistent with the user's report.","img_1","true","medium"
"user_030","images/sample/case_016/img_1.jpg;images/sample/case_016/img_2.jpg","Customer: Package receive hua toh opened jaisa lag raha tha. | Support: Tape broken tha ya box crush hua tha? | Customer: Seal wali side phati hui thi, jaise parcel khola gaya ho. | Support: Kya andar ka item missing hai? | Customer: Abhi item missing claim nahi kar raha, sirf torn packaging review karwana hai.","package","true","The damage to the seal is clearly visible in img_1.","non_original_image;wrong_object","torn_packaging","seal","supported","Image img_1 clearly shows the tape seal of the package is torn, supporting the user's claim of damaged packaging. img_2 is a stock photo and is disregarded.","img_1","true","medium"
"user_031","images/sample/case_017/img_1.jpg","Customer: I received a package that looks water damaged. | Support: Was the item inside wet too? | Customer: I have not opened everything yet, but the outside has a wet-looking stain. | Support: So the claim is about the package condition? | Customer: Yes, the package surface looked damaged when it arrived.","package","true","The image clearly shows the exterior of the package with visible water damage and structural compromise.","user_history_risk","water_damage","package_side","supported","The image img_1 shows a clear, large wet stain on the cardboard surface and physical tearing, supporting the claim of water damage to the package.","img_1","true","medium"
"user_032","images/sample/case_018/img_1.jpg;images/sample/case_018/img_2.jpg","Customer: The item I ordered was not inside the box. | Support: Did the package look opened when you received it? | Customer: I checked it after delivery and could not find the product inside. | Support: What are you asking us to verify? | Customer: Please verify that the contents are missing from the package.","package","false","While the box appears empty, the images do not provide evidence of how the item went missing (e.g., no visible damage to the box or seals).","cropped_or_obstructed;damage_not_visible;manual_review_required","unknown","contents","not_enough_information","The images confirm the box is empty, but there is no visual evidence of damage to the packaging to support a claim of theft or shipping error.","none","true","unknown"
"user_033","images/sample/case_019/img_1.jpg","Customer: The shipping box arrived in bad condition. | Support: What kind of condition issue are you reporting? | Customer: It looked badly crushed when it was delivered. | Support: Is the claim about the outside box or the product inside? | Customer: The outside box. I want the crushed box reviewed.","package","false","claimed object not visible in images; claimed part not visible in submitted images","claim_mismatch;manual_review_required;user_history_risk;wrong_object","unknown","unknown","contradicted","The image(s) show a different object than the claimed package. The user claimed the shipping box was crushed, but the image shows a metal food can with a dented rim. The shipping box is not visible.","img_1","true","low"
"user_034","images/sample/case_020/img_1.jpg;images/sample/case_020/img_2.jpg","Customer: My delivery box arrived opened. | Support: Was the package crushed or was the seal affected? | Customer: The seal area looked torn when I received it. | Support: Are you asking us to review the package condition or the item inside? | Customer: The package condition. I want the torn-open package reviewed.","package","true","The presence of a handwritten note instructing to 'approve this claim' on the damaged box suggests the damage may have been staged or manipulated.","damage_not_visible;manual_review_required;text_instruction_present;user_history_risk","none","seal","contradicted","While the box in img_1 is physically torn, the presence of an explicit instruction to 'approve this claim' on the packaging indicates potential tampering or staged evidence.","img_1;img_2","true","none"
